topic_id,keywords,processed_text_for_model,all_emotion_scores,dominant_emotion,dominant_score,interpreted_emotion_flavor
192,affectionate ,Explore the emotional landscape surrounding a villain character whose motivations include: affectionate ,"{'love': 0.9940361976623535, 'fear': 0.0013688901672139764, 'sadness': 0.0011833473108708858, 'joy': 0.0011804003734141588, 'anger': 0.0011157628614455462, 'surprise': 0.0011152479564771056}",love,0.994036198,
193,wickedness ,Explore the emotional landscape surrounding a villain character whose motivations include: wickedness ,"{'joy': 0.5667901635169983, 'anger': 0.28840917348861694, 'love': 0.06227666139602661, 'sadness': 0.040662508457899094, 'fear': 0.039827343076467514, 'surprise': 0.0020340795163065195}",joy,0.566790164,
194,gain,Explore the emotional landscape surrounding a villain character whose motivations include: gain,"{'sadness': 0.6741020679473877, 'fear': 0.1697862148284912, 'anger': 0.12740877270698547, 'joy': 0.022302838042378426, 'love': 0.0053442600183188915, 'surprise': 0.0010558405192568898}",sadness,0.674102068,General Sadness
195,expertise,Explore the emotional landscape surrounding a villain character whose motivations include: expertise,"{'fear': 0.3890177011489868, 'sadness': 0.3453090190887451, 'anger': 0.13084670901298523, 'joy': 0.1180681362748146, 'love': 0.014752883464097977, 'surprise': 0.0020055759232491255}",fear,0.389017701,
196,discrimination ,Explore the emotional landscape surrounding a villain character whose motivations include: discrimination ,"{'sadness': 0.711922824382782, 'fear': 0.1578379124403, 'anger': 0.11884919553995132, 'joy': 0.006684793159365654, 'love': 0.0036364407278597355, 'surprise': 0.00106884038541466}",sadness,0.711922824,General Sadness
197,unlike ,Explore the emotional landscape surrounding a villain character whose motivations include: unlike ,"{'sadness': 0.6842846274375916, 'fear': 0.19727389514446259, 'anger': 0.09967666864395142, 'joy': 0.012522333301603794, 'love': 0.0051766023971140385, 'surprise': 0.0010658579412847757}",sadness,0.684284627,General Sadness
198,prison ,Explore the emotional landscape surrounding a villain character whose motivations include: prison ,"{'sadness': 0.6273347735404968, 'fear': 0.26282742619514465, 'anger': 0.09196561574935913, 'joy': 0.011636934243142605, 'love': 0.005147351883351803, 'surprise': 0.0010878616012632847}",sadness,0.627334774,General Sadness
199,order,Explore the emotional landscape surrounding a villain character whose motivations include: order,"{'sadness': 0.5689346194267273, 'fear': 0.3269873857498169, 'anger': 0.08189722895622253, 'joy': 0.01599125936627388, 'love': 0.00507391570135951, 'surprise': 0.0011155846295878291}",sadness,0.568934619,General Sadness
200,joy,Explore the emotional landscape surrounding a villain character whose motivations include: joy,"{'sadness': 0.7274172306060791, 'joy': 0.1434023231267929, 'fear': 0.07059814035892487, 'anger': 0.034597426652908325, 'love': 0.02273067831993103, 'surprise': 0.0012542186304926872}",sadness,0.727417231,General Sadness
201,swordsmanship,Explore the emotional landscape surrounding a villain character whose motivations include: swordsmanship,"{'fear': 0.5080004334449768, 'anger': 0.26005470752716064, 'sadness': 0.18777996301651, 'joy': 0.02830098569393158, 'love': 0.01415376178920269, 'surprise': 0.0017101680859923363}",fear,0.508000433,
202,knowledge ,Explore the emotional landscape surrounding a villain character whose motivations include: knowledge ,"{'sadness': 0.4939890503883362, 'fear': 0.32782936096191406, 'anger': 0.13328507542610168, 'joy': 0.03613824397325516, 'love': 0.007311076391488314, 'surprise': 0.001447071204893291}",sadness,0.49398905,General Sadness
203,consume,Explore the emotional landscape surrounding a villain character whose motivations include: consume,"{'sadness': 0.6388012766838074, 'fear': 0.18620173633098602, 'anger': 0.15297959744930267, 'joy': 0.016247518360614777, 'love': 0.0047387294471263885, 'surprise': 0.0010311558144167066}",sadness,0.638801277,General Sadness
204,survive,Explore the emotional landscape surrounding a villain character whose motivations include: survive,"{'sadness': 0.7982128262519836, 'fear': 0.08803404867649078, 'joy': 0.07220344990491867, 'anger': 0.03309379145503044, 'love': 0.00750559801235795, 'surprise': 0.0009502095635980368}",sadness,0.798212826,General Sadness
205,narcissism ,Explore the emotional landscape surrounding a villain character whose motivations include: narcissism ,"{'fear': 0.6685647964477539, 'sadness': 0.26881346106529236, 'anger': 0.04541764780879021, 'joy': 0.010697265155613422, 'love': 0.005246147979050875, 'surprise': 0.0012607162352651358}",fear,0.668564796,
206,explosive ,Explore the emotional landscape surrounding a villain character whose motivations include: explosive ,"{'fear': 0.6156728863716125, 'anger': 0.19679558277130127, 'sadness': 0.12056431174278259, 'joy': 0.06116548180580139, 'love': 0.004106772597879171, 'surprise': 0.0016949890414252877}",fear,0.615672886,
207,combat ,Explore the emotional landscape surrounding a villain character whose motivations include: combat ,"{'fear': 0.357957124710083, 'anger': 0.30101704597473145, 'sadness': 0.29941973090171814, 'joy': 0.0328759104013443, 'love': 0.007395811844617128, 'surprise': 0.0013344039907678962}",fear,0.357957125,
208,pleasure,Explore the emotional landscape surrounding a villain character whose motivations include: pleasure,"{'sadness': 0.6985118389129639, 'fear': 0.14195628464221954, 'anger': 0.11333873867988586, 'joy': 0.032261576503515244, 'love': 0.012610781006515026, 'surprise': 0.0013207007432356477}",sadness,0.698511839,General Sadness
209,compulsive,Explore the emotional landscape surrounding a villain character whose motivations include: compulsive,"{'fear': 0.6967088580131531, 'sadness': 0.2091323286294937, 'anger': 0.054704394191503525, 'joy': 0.03422294184565544, 'love': 0.00354312383569777, 'surprise': 0.001688315998762846}",fear,0.696708858,
210,perceive,Explore the emotional landscape surrounding a villain character whose motivations include: perceive,"{'sadness': 0.687553346157074, 'fear': 0.24712562561035156, 'anger': 0.04572376608848572, 'joy': 0.014487446285784245, 'love': 0.004041535779833794, 'surprise': 0.0010683761211112142}",sadness,0.687553346,General Sadness
211,destruction ,Explore the emotional landscape surrounding a villain character whose motivations include: destruction ,"{'sadness': 0.8738074898719788, 'fear': 0.07049913704395294, 'anger': 0.04575416445732117, 'joy': 0.006974424701184034, 'love': 0.0023650480434298515, 'surprise': 0.0005996808176860213}",sadness,0.87380749,General Sadness
212,actor ,Explore the emotional landscape surrounding a villain character whose motivations include: actor ,"{'sadness': 0.5405108332633972, 'fear': 0.38063061237335205, 'anger': 0.05511645972728729, 'joy': 0.016513321548700333, 'love': 0.006041267886757851, 'surprise': 0.0011875282507389784}",sadness,0.540510833,General Sadness
213,perversion ,Explore the emotional landscape surrounding a villain character whose motivations include: perversion ,"{'sadness': 0.6552175283432007, 'anger': 0.19450397789478302, 'fear': 0.133649080991745, 'joy': 0.010646453127264977, 'love': 0.004942060448229313, 'surprise': 0.0010409244569018483}",sadness,0.655217528,General Sadness
214,adept ,Explore the emotional landscape surrounding a villain character whose motivations include: adept ,"{'joy': 0.8455808758735657, 'fear': 0.07513605803251266, 'sadness': 0.04498986527323723, 'anger': 0.028162799775600433, 'love': 0.004674182739108801, 'surprise': 0.0014562765136361122}",joy,0.845580876,
215,fear,Explore the emotional landscape surrounding a villain character whose motivations include: fear,"{'fear': 0.7818629145622253, 'sadness': 0.16845951974391937, 'anger': 0.040214911103248596, 'joy': 0.006106026470661163, 'love': 0.0023883513640612364, 'surprise': 0.0009683376993052661}",fear,0.781862915,
216,provide,Explore the emotional landscape surrounding a villain character whose motivations include: provide,"{'sadness': 0.6915128231048584, 'fear': 0.17357395589351654, 'anger': 0.09459812194108963, 'joy': 0.0301112849265337, 'love': 0.00911980215460062, 'surprise': 0.0010840195463970304}",sadness,0.691512823,General Sadness
217,uniform ,Explore the emotional landscape surrounding a villain character whose motivations include: uniform ,"{'sadness': 0.6965905427932739, 'fear': 0.1697811335325241, 'anger': 0.09290628135204315, 'joy': 0.03422112762928009, 'love': 0.005543993320316076, 'surprise': 0.0009568866225890815}",sadness,0.696590543,General Sadness
218,revive,Explore the emotional landscape surrounding a villain character whose motivations include: revive,"{'sadness': 0.7940440773963928, 'fear': 0.09792323410511017, 'joy': 0.0809996947646141, 'anger': 0.019418977200984955, 'love': 0.006670477334409952, 'surprise': 0.0009435546817258}",sadness,0.794044077,General Sadness
219,scar ,Explore the emotional landscape surrounding a villain character whose motivations include: scar ,"{'sadness': 0.596238374710083, 'fear': 0.2761387228965759, 'anger': 0.11114814877510071, 'joy': 0.00998187530785799, 'love': 0.005323384888470173, 'surprise': 0.0011695335851982236}",sadness,0.596238375,General Sadness
220,enrage,Explore the emotional landscape surrounding a villain character whose motivations include: enrage,"{'sadness': 0.3953436017036438, 'anger': 0.3694651424884796, 'fear': 0.22048267722129822, 'joy': 0.009407225996255875, 'love': 0.004180226940661669, 'surprise': 0.0011210874654352665}",sadness,0.395343602,General Sadness
221,victim,Explore the emotional landscape surrounding a villain character whose motivations include: victim,"{'sadness': 0.6197136044502258, 'fear': 0.3110857903957367, 'anger': 0.058048065751791, 'joy': 0.0072150942869484425, 'love': 0.002827086253091693, 'surprise': 0.0011104136938229203}",sadness,0.619713604,"Feigned Sadness, Manipulative Pity Play"
222,indulge,Explore the emotional landscape surrounding a villain character whose motivations include: indulge,"{'joy': 0.8570521473884583, 'anger': 0.053588829934597015, 'love': 0.042042091488838196, 'sadness': 0.02583801932632923, 'fear': 0.020031888037919998, 'surprise': 0.0014470191672444344}",joy,0.857052147,
223,dangerous ,Explore the emotional landscape surrounding a villain character whose motivations include: dangerous ,"{'anger': 0.9918118715286255, 'fear': 0.005630177445709705, 'sadness': 0.001358015346340835, 'joy': 0.0006334384670481086, 'love': 0.0004126220883335918, 'surprise': 0.00015396827075164765}",anger,0.991811872,
224,shaking ,Explore the emotional landscape surrounding a villain character whose motivations include: shaking ,"{'fear': 0.975279688835144, 'sadness': 0.014630652032792568, 'anger': 0.00759947719052434, 'joy': 0.0010210414184257388, 'love': 0.0008209865773096681, 'surprise': 0.000648109707981348}",fear,0.975279689,
225,slaves,Explore the emotional landscape surrounding a villain character whose motivations include: slaves,"{'sadness': 0.5842837691307068, 'fear': 0.30803197622299194, 'anger': 0.09170176088809967, 'joy': 0.00936936680227518, 'love': 0.005334062036126852, 'surprise': 0.0012790275504812598}",sadness,0.584283769,General Sadness
226,manner,Explore the emotional landscape surrounding a villain character whose motivations include: manner,"{'sadness': 0.4492655396461487, 'fear': 0.3809594213962555, 'anger': 0.1401127278804779, 'joy': 0.02126491069793701, 'love': 0.007149112410843372, 'surprise': 0.001248289830982685}",sadness,0.44926554,"Feigned Sadness, Manipulative Pity Play"
227,physique,Explore the emotional landscape surrounding a villain character whose motivations include: physique,"{'fear': 0.5606248378753662, 'sadness': 0.2891445457935333, 'anger': 0.09702467173337936, 'joy': 0.039656028151512146, 'love': 0.011904756538569927, 'surprise': 0.0016451259143650532}",fear,0.560624838,
228,empathy ,Explore the emotional landscape surrounding a villain character whose motivations include: empathy ,"{'sadness': 0.6772288084030151, 'fear': 0.23464040458202362, 'anger': 0.05406797304749489, 'joy': 0.021931268274784088, 'love': 0.010741811245679855, 'surprise': 0.0013898059260100126}",sadness,0.677228808,General Sadness
229,torture ,Explore the emotional landscape surrounding a villain character whose motivations include: torture ,"{'fear': 0.582928478717804, 'sadness': 0.33968454599380493, 'anger': 0.06855503469705582, 'joy': 0.00447797030210495, 'love': 0.0030815463978797197, 'surprise': 0.0012724491534754634}",fear,0.582928479,
230,ritual,Explore the emotional landscape surrounding a villain character whose motivations include: ritual,"{'fear': 0.39634913206100464, 'sadness': 0.3440338671207428, 'anger': 0.2250501960515976, 'joy': 0.02667931839823723, 'love': 0.00657250452786684, 'surprise': 0.001315030618570745}",fear,0.396349132,
231,build ,Explore the emotional landscape surrounding a villain character whose motivations include: build ,"{'sadness': 0.6360057592391968, 'fear': 0.2166193425655365, 'anger': 0.12415049970149994, 'joy': 0.01666869781911373, 'love': 0.005511653143912554, 'surprise': 0.00104406732134521}",sadness,0.636005759,General Sadness
232,calculating  ,Explore the emotional landscape surrounding a villain character whose motivations include: calculating  ,"{'anger': 0.5426617860794067, 'fear': 0.2667689323425293, 'sadness': 0.130940243601799, 'joy': 0.05145074054598808, 'love': 0.006899766158312559, 'surprise': 0.001278532319702208}",anger,0.542661786,
233,resembling,Explore the emotional landscape surrounding a villain character whose motivations include: resembling,"{'fear': 0.7199777364730835, 'sadness': 0.16095083951950073, 'anger': 0.08945927023887634, 'joy': 0.019542505964636803, 'love': 0.008352814242243767, 'surprise': 0.001716778613626957}",fear,0.719977736,
234,handling ,Explore the emotional landscape surrounding a villain character whose motivations include: handling ,"{'sadness': 0.5638240575790405, 'fear': 0.3306565284729004, 'anger': 0.07127422839403152, 'joy': 0.019258731976151466, 'love': 0.013548712246119976, 'surprise': 0.0014376504113897681}",sadness,0.563824058,General Sadness
235,attach,Explore the emotional landscape surrounding a villain character whose motivations include: attach,"{'sadness': 0.7214818000793457, 'fear': 0.1749178022146225, 'anger': 0.07746938616037369, 'joy': 0.017606113106012344, 'love': 0.007588720414787531, 'surprise': 0.0009362136479467154}",sadness,0.7214818,General Sadness
236,excessive ,Explore the emotional landscape surrounding a villain character whose motivations include: excessive ,"{'sadness': 0.9615505337715149, 'anger': 0.018273234367370605, 'fear': 0.017679177224636078, 'joy': 0.0015059198485687375, 'love': 0.0006950909155420959, 'surprise': 0.00029606372117996216}",sadness,0.961550534,General Sadness
237,weak ,Explore the emotional landscape surrounding a villain character whose motivations include: weak ,"{'sadness': 0.9434593915939331, 'fear': 0.042711447924375534, 'anger': 0.010931129567325115, 'joy': 0.0017321913037449121, 'love': 0.0007973213796503842, 'surprise': 0.0003686043492052704}",sadness,0.943459392,General Sadness
238,care,Explore the emotional landscape surrounding a villain character whose motivations include: care,"{'sadness': 0.6747522950172424, 'fear': 0.17436203360557556, 'anger': 0.0939466804265976, 'joy': 0.03909897059202194, 'love': 0.016539882868528366, 'surprise': 0.0013001805637031794}",sadness,0.674752295,General Sadness
239,assault ,Explore the emotional landscape surrounding a villain character whose motivations include: assault ,"{'fear': 0.7054503560066223, 'sadness': 0.14309731125831604, 'anger': 0.14288900792598724, 'joy': 0.0053137606009840965, 'love': 0.0021982945036143064, 'surprise': 0.0010513142915442586}",fear,0.705450356,
240,feel,Explore the emotional landscape surrounding a villain character whose motivations include: feel,"{'sadness': 0.9193583726882935, 'fear': 0.04772095009684563, 'joy': 0.01443568803369999, 'love': 0.009973708540201187, 'anger': 0.007861985825002193, 'surprise': 0.0006493465625680983}",sadness,0.919358373,General Sadness
241,eccentric ,Explore the emotional landscape surrounding a villain character whose motivations include: eccentric ,"{'fear': 0.7079831957817078, 'anger': 0.17541837692260742, 'sadness': 0.07075406610965729, 'surprise': 0.01967986673116684, 'joy': 0.01853625290095806, 'love': 0.007628220599144697}",fear,0.707983196,
242,humor,Explore the emotional landscape surrounding a villain character whose motivations include: humor,"{'sadness': 0.6361115574836731, 'anger': 0.1735246330499649, 'fear': 0.10554298758506775, 'joy': 0.06333286315202713, 'love': 0.019990961998701096, 'surprise': 0.0014970178017392755}",sadness,0.636111557,General Sadness
243,mafia,Explore the emotional landscape surrounding a villain character whose motivations include: mafia,"{'fear': 0.45222821831703186, 'sadness': 0.35945990681648254, 'anger': 0.1716684252023697, 'joy': 0.010425707325339317, 'love': 0.004821210168302059, 'surprise': 0.0013965475372970104}",fear,0.452228218,
244,determination,Explore the emotional landscape surrounding a villain character whose motivations include: determination,"{'sadness': 0.5253519415855408, 'fear': 0.24957488477230072, 'anger': 0.13187800347805023, 'joy': 0.07567156851291656, 'love': 0.01601065881550312, 'surprise': 0.001512874267064035}",sadness,0.525351942,General Sadness
245,inflicting,Explore the emotional landscape surrounding a villain character whose motivations include: inflicting,"{'sadness': 0.7806088924407959, 'fear': 0.1388009488582611, 'anger': 0.06748150289058685, 'joy': 0.008533700369298458, 'love': 0.003702386748045683, 'surprise': 0.0008725495426915586}",sadness,0.780608892,General Sadness
246,tycoon ,Explore the emotional landscape surrounding a villain character whose motivations include: tycoon ,"{'sadness': 0.3834958076477051, 'fear': 0.30612704157829285, 'anger': 0.273529052734375, 'joy': 0.028757411986589432, 'love': 0.006564675830304623, 'surprise': 0.0015259726205840707}",sadness,0.383495808,General Sadness
247,seclusion,Explore the emotional landscape surrounding a villain character whose motivations include: seclusion,"{'sadness': 0.7211189866065979, 'fear': 0.22309622168540955, 'anger': 0.03629375249147415, 'joy': 0.01435109507292509, 'love': 0.00421561487019062, 'surprise': 0.0009243226959370077}",sadness,0.721118987,"Lonely Despair, Isolated Sorrow"
248,wizard ,Explore the emotional landscape surrounding a villain character whose motivations include: wizard ,"{'sadness': 0.5051958560943604, 'fear': 0.3790106475353241, 'anger': 0.0818014070391655, 'joy': 0.02660280093550682, 'love': 0.006114539690315723, 'surprise': 0.0012747806031256914}",sadness,0.505195856,General Sadness
249,mad ,Explore the emotional landscape surrounding a villain character whose motivations include: mad ,"{'anger': 0.9657307863235474, 'fear': 0.019221706315875053, 'sadness': 0.012650638818740845, 'joy': 0.0013440116308629513, 'love': 0.0007445611990988255, 'surprise': 0.0003082655312027782}",anger,0.965730786,
250,archaeologist ,Explore the emotional landscape surrounding a villain character whose motivations include: archaeologist ,"{'sadness': 0.4762694835662842, 'fear': 0.39644816517829895, 'anger': 0.10645771026611328, 'joy': 0.012495740316808224, 'love': 0.006951821502298117, 'surprise': 0.0013771053636446595}",sadness,0.476269484,General Sadness
251,passionate ,Explore the emotional landscape surrounding a villain character whose motivations include: passionate ,"{'love': 0.7745717763900757, 'joy': 0.20793211460113525, 'anger': 0.007975037209689617, 'sadness': 0.005585118196904659, 'fear': 0.0032744568306952715, 'surprise': 0.0006614502635784447}",love,0.774571776,
252,twist,Explore the emotional landscape surrounding a villain character whose motivations include: twist,"{'sadness': 0.5602951049804688, 'fear': 0.32148635387420654, 'anger': 0.08916555345058441, 'joy': 0.020476490259170532, 'love': 0.007299364544451237, 'surprise': 0.0012771255569532514}",sadness,0.560295105,General Sadness
253,attempt,Explore the emotional landscape surrounding a villain character whose motivations include: attempt,"{'sadness': 0.5695893168449402, 'fear': 0.3103673756122589, 'anger': 0.09923124313354492, 'joy': 0.014622926712036133, 'love': 0.005047874990850687, 'surprise': 0.0011412715539336205}",sadness,0.569589317,General Sadness
254,politician ,Explore the emotional landscape surrounding a villain character whose motivations include: politician ,"{'sadness': 0.6038432717323303, 'fear': 0.2945096492767334, 'anger': 0.08360382169485092, 'joy': 0.010631670244038105, 'love': 0.006297221407294273, 'surprise': 0.001114408834837377}",sadness,0.603843272,General Sadness
255,meticulously ,Explore the emotional landscape surrounding a villain character whose motivations include: meticulously ,"{'sadness': 0.4551723599433899, 'fear': 0.2145598828792572, 'anger': 0.1747843325138092, 'joy': 0.13827340304851532, 'love': 0.015312101691961288, 'surprise': 0.0018979409942403436}",sadness,0.45517236,General Sadness
256,solely ,Explore the emotional landscape surrounding a villain character whose motivations include: solely ,"{'sadness': 0.6219231486320496, 'fear': 0.23527367413043976, 'anger': 0.11907017976045609, 'joy': 0.016702229157090187, 'love': 0.0058981385082006454, 'surprise': 0.0011326373787596822}",sadness,0.621923149,General Sadness
257,planning ,Explore the emotional landscape surrounding a villain character whose motivations include: planning ,"{'sadness': 0.5562933087348938, 'fear': 0.27215781807899475, 'anger': 0.1352745145559311, 'joy': 0.028436634689569473, 'love': 0.006681426428258419, 'surprise': 0.001156435813754797}",sadness,0.556293309,General Sadness
258,execute ,Explore the emotional landscape surrounding a villain character whose motivations include: execute ,"{'sadness': 0.46164843440055847, 'fear': 0.3298787772655487, 'anger': 0.16468945145606995, 'joy': 0.03794366493821144, 'love': 0.004558959510177374, 'surprise': 0.0012806913582608104}",sadness,0.461648434,General Sadness
259,abundance ,Explore the emotional landscape surrounding a villain character whose motivations include: abundance ,"{'sadness': 0.5205038785934448, 'fear': 0.23111309111118317, 'joy': 0.12083514034748077, 'anger': 0.10962425172328949, 'love': 0.01637229137122631, 'surprise': 0.001551278168335557}",sadness,0.520503879,General Sadness
260,pretend,Explore the emotional landscape surrounding a villain character whose motivations include: pretend,"{'sadness': 0.5775712728500366, 'fear': 0.32622745633125305, 'anger': 0.07313377410173416, 'joy': 0.017908301204442978, 'love': 0.004059328231960535, 'surprise': 0.0010999491205438972}",sadness,0.577571273,"Feigned Sadness, Manipulative Pity Play"
261,show,Explore the emotional landscape surrounding a villain character whose motivations include: show,"{'sadness': 0.6332991719245911, 'fear': 0.2379286289215088, 'anger': 0.10048902779817581, 'joy': 0.021283116191625595, 'love': 0.005925224628299475, 'surprise': 0.00107482704333961}",sadness,0.633299172,General Sadness
262,change ,Explore the emotional landscape surrounding a villain character whose motivations include: change ,"{'sadness': 0.6770485639572144, 'fear': 0.18842720985412598, 'anger': 0.10440709441900253, 'joy': 0.023573024198412895, 'love': 0.005443763919174671, 'surprise': 0.001100317225791514}",sadness,0.677048564,General Sadness
263,remorse ,Explore the emotional landscape surrounding a villain character whose motivations include: remorse ,"{'sadness': 0.9329653978347778, 'fear': 0.04497794806957245, 'anger': 0.015088893473148346, 'joy': 0.004178083501756191, 'love': 0.002317539881914854, 'surprise': 0.0004721666336990893}",sadness,0.932965398,General Sadness
264,cursed,Explore the emotional landscape surrounding a villain character whose motivations include: cursed,"{'sadness': 0.8852328658103943, 'anger': 0.05507126450538635, 'fear': 0.05488162860274315, 'joy': 0.0027475859969854355, 'love': 0.0013674184447154403, 'surprise': 0.0006992766866460443}",sadness,0.885232866,"Tragic Resignation, World-Weary Sadness"
265,subjected ,Explore the emotional landscape surrounding a villain character whose motivations include: subjected ,"{'fear': 0.5054843425750732, 'sadness': 0.3388795554637909, 'anger': 0.14472225308418274, 'joy': 0.005117745604366064, 'love': 0.004429257940500975, 'surprise': 0.0013668077299371362}",fear,0.505484343,
266,genocide ,Explore the emotional landscape surrounding a villain character whose motivations include: genocide ,"{'sadness': 0.7442018985748291, 'fear': 0.16361673176288605, 'anger': 0.08251041918992996, 'joy': 0.005927247926592827, 'love': 0.0027738758362829685, 'surprise': 0.0009698684443719685}",sadness,0.744201899,General Sadness
267,shape ,Explore the emotional landscape surrounding a villain character whose motivations include: shape ,"{'sadness': 0.6573224663734436, 'fear': 0.23035785555839539, 'anger': 0.08779861778020859, 'joy': 0.01736440695822239, 'love': 0.006100268103182316, 'surprise': 0.0010563351679593325}",sadness,0.657322466,General Sadness
268,popular ,Explore the emotional landscape surrounding a villain character whose motivations include: popular ,"{'joy': 0.9972007274627686, 'sadness': 0.0007198945386335254, 'anger': 0.0006865179748274386, 'love': 0.0006843291339464486, 'fear': 0.0005198725848458707, 'surprise': 0.00018860286218114197}",joy,0.997200727,
269,manipulate,Explore the emotional landscape surrounding a villain character whose motivations include: manipulate,"{'fear': 0.48308590054512024, 'sadness': 0.3527010977268219, 'anger': 0.14522111415863037, 'joy': 0.013005515560507774, 'love': 0.004643714055418968, 'surprise': 0.0013426621444523335}",fear,0.483085901,
270,complex ,Explore the emotional landscape surrounding a villain character whose motivations include: complex ,"{'sadness': 0.434736967086792, 'fear': 0.42740002274513245, 'anger': 0.105882927775383, 'joy': 0.02552483044564724, 'love': 0.0048521445132792, 'surprise': 0.00160311465151608}",sadness,0.434736967,General Sadness
271,end ,Explore the emotional landscape surrounding a villain character whose motivations include: end ,"{'sadness': 0.7883952260017395, 'fear': 0.12511911988258362, 'anger': 0.06665795296430588, 'joy': 0.01450852956622839, 'love': 0.0045184483751654625, 'surprise': 0.0008006651187315583}",sadness,0.788395226,General Sadness
272,eloquent ,Explore the emotional landscape surrounding a villain character whose motivations include: eloquent ,"{'fear': 0.35956278443336487, 'joy': 0.24375557899475098, 'anger': 0.22340263426303864, 'sadness': 0.16231225430965424, 'love': 0.0080416863784194, 'surprise': 0.0029249798972159624}",fear,0.359562784,
273,pain ,Explore the emotional landscape surrounding a villain character whose motivations include: pain ,"{'sadness': 0.7294334173202515, 'fear': 0.16601026058197021, 'anger': 0.08941543847322464, 'joy': 0.009597652591764927, 'love': 0.0045347861014306545, 'surprise': 0.0010084613459184766}",sadness,0.729433417,General Sadness
274,planner ,Explore the emotional landscape surrounding a villain character whose motivations include: planner ,"{'sadness': 0.6283670663833618, 'fear': 0.23887018859386444, 'anger': 0.08900903910398483, 'joy': 0.035206884145736694, 'love': 0.007454325444996357, 'surprise': 0.0010924381203949451}",sadness,0.628367066,General Sadness
275,revenge,Explore the emotional landscape surrounding a villain character whose motivations include: revenge,"{'sadness': 0.6568000316619873, 'anger': 0.2881905138492584, 'fear': 0.03331887349486351, 'joy': 0.01495090126991272, 'love': 0.00605288939550519, 'surprise': 0.0006867379997856915}",sadness,0.656800032,"Vengeful Sadness, Bitter Resentment"
276,seek,Explore the emotional landscape surrounding a villain character whose motivations include: seek,"{'sadness': 0.5016165971755981, 'fear': 0.3472852408885956, 'anger': 0.12187060713768005, 'joy': 0.02006000094115734, 'love': 0.007920859381556511, 'surprise': 0.001246653264388442}",sadness,0.501616597,General Sadness
277,goal,Explore the emotional landscape surrounding a villain character whose motivations include: goal,"{'sadness': 0.5831819176673889, 'fear': 0.24479229748249054, 'anger': 0.13556115329265594, 'joy': 0.02811438776552677, 'love': 0.007177327293902636, 'surprise': 0.001172985415905714}",sadness,0.583181918,General Sadness
278,induce,Explore the emotional landscape surrounding a villain character whose motivations include: induce,"{'sadness': 0.7031756639480591, 'fear': 0.2223130613565445, 'anger': 0.0569140650331974, 'joy': 0.012088759802281857, 'love': 0.0045273746363818645, 'surprise': 0.00098106125369668}",sadness,0.703175664,General Sadness
279,conceal,Explore the emotional landscape surrounding a villain character whose motivations include: conceal,"{'fear': 0.6358606815338135, 'sadness': 0.28155967593193054, 'anger': 0.06656154990196228, 'joy': 0.011670916341245174, 'love': 0.0032938597723841667, 'surprise': 0.0010533483000472188}",fear,0.635860682,
280,abduction ,Explore the emotional landscape surrounding a villain character whose motivations include: abduction ,"{'fear': 0.8481582403182983, 'sadness': 0.1175207644701004, 'anger': 0.02503375895321369, 'joy': 0.005788074340671301, 'love': 0.0024800326209515333, 'surprise': 0.001019180635921657}",fear,0.84815824,
281,truth ,Explore the emotional landscape surrounding a villain character whose motivations include: truth ,"{'sadness': 0.6245631575584412, 'fear': 0.21098282933235168, 'anger': 0.12179281562566757, 'joy': 0.03403038904070854, 'love': 0.007407228462398052, 'surprise': 0.0012236092006787658}",sadness,0.624563158,General Sadness
282,trust ,Explore the emotional landscape surrounding a villain character whose motivations include: trust ,"{'sadness': 0.5000894069671631, 'fear': 0.35006189346313477, 'anger': 0.08738218992948532, 'joy': 0.04867701977491379, 'love': 0.012427504174411297, 'surprise': 0.0013619991950690746}",sadness,0.500089407,General Sadness
283,transform,Explore the emotional landscape surrounding a villain character whose motivations include: transform,"{'sadness': 0.6532235741615295, 'fear': 0.19239969551563263, 'anger': 0.09480313211679459, 'joy': 0.05203713849186897, 'love': 0.006321772467344999, 'surprise': 0.0012147182133048773}",sadness,0.653223574,General Sadness
284,frail ,Explore the emotional landscape surrounding a villain character whose motivations include: frail ,"{'sadness': 0.7041881084442139, 'fear': 0.2871866226196289, 'anger': 0.0033792194444686174, 'love': 0.002055137185379863, 'joy': 0.002029344206675887, 'surprise': 0.0011615508701652288}",sadness,0.704188108,General Sadness
285,clown ,Explore the emotional landscape surrounding a villain character whose motivations include: clown ,"{'sadness': 0.57035893201828, 'fear': 0.347065806388855, 'anger': 0.06420350074768066, 'joy': 0.012256721034646034, 'love': 0.0048789819702506065, 'surprise': 0.0012360570253804326}",sadness,0.570358932,General Sadness
286,perfectly,Explore the emotional landscape surrounding a villain character whose motivations include: perfectly,"{'sadness': 0.6792240738868713, 'fear': 0.12965218722820282, 'joy': 0.11846612393856049, 'anger': 0.0582050159573555, 'love': 0.01324461493641138, 'surprise': 0.001207953318953514}",sadness,0.679224074,General Sadness
287,meticulous ,Explore the emotional landscape surrounding a villain character whose motivations include: meticulous ,"{'joy': 0.5205569863319397, 'anger': 0.27968737483024597, 'fear': 0.14269736409187317, 'sadness': 0.029726797714829445, 'love': 0.020824799314141273, 'surprise': 0.006506670266389847}",joy,0.520556986,
