topic_id,keywords,processed_text_for_model,all_emotion_scores,dominant_emotion,dominant_score,big5_profile_mapped,interpreted_emotion_flavor
203,consume,Explore the emotional landscape surrounding a villain character whose motivations include: consume,"{'sadness': 0.6388012766838074, 'fear': 0.18620173633098602, 'anger': 0.15297959744930267, 'joy': 0.016247518360614777, 'love': 0.0047387294471263885, 'surprise': 0.0010311558144167066}",sadness,0.6388012766838074,"{'Openness': 'Medium', 'Conscientiousness': 'Low', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
204,survive,Explore the emotional landscape surrounding a villain character whose motivations include: survive,"{'sadness': 0.7982128262519836, 'fear': 0.08803404867649078, 'joy': 0.07220344990491867, 'anger': 0.03309379145503044, 'love': 0.00750559801235795, 'surprise': 0.0009502095635980368}",sadness,0.7982128262519836,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
208,pleasure,Explore the emotional landscape surrounding a villain character whose motivations include: pleasure,"{'sadness': 0.6985118389129639, 'fear': 0.14195628464221954, 'anger': 0.11333873867988586, 'joy': 0.032261576503515244, 'love': 0.012610781006515026, 'surprise': 0.0013207007432356477}",sadness,0.6985118389129639,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
210,perceive,Explore the emotional landscape surrounding a villain character whose motivations include: perceive,"{'sadness': 0.687553346157074, 'fear': 0.24712562561035156, 'anger': 0.04572376608848572, 'joy': 0.014487446285784245, 'love': 0.004041535779833794, 'surprise': 0.0010683761211112142}",sadness,0.687553346157074,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
211,destruction ,Explore the emotional landscape surrounding a villain character whose motivations include: destruction ,"{'sadness': 0.8738074898719788, 'fear': 0.07049913704395294, 'anger': 0.04575416445732117, 'joy': 0.006974424701184034, 'love': 0.0023650480434298515, 'surprise': 0.0005996808176860213}",sadness,0.8738074898719788,"{'Openness': 'Medium', 'Conscientiousness': 'Low', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
212,actor ,Explore the emotional landscape surrounding a villain character whose motivations include: actor ,"{'sadness': 0.5405108332633972, 'fear': 0.38063061237335205, 'anger': 0.05511645972728729, 'joy': 0.016513321548700333, 'love': 0.006041267886757851, 'surprise': 0.0011875282507389784}",sadness,0.5405108332633972,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'High', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
213,perversion ,Explore the emotional landscape surrounding a villain character whose motivations include: perversion ,"{'sadness': 0.6552175283432007, 'anger': 0.19450397789478302, 'fear': 0.133649080991745, 'joy': 0.010646453127264977, 'love': 0.004942060448229313, 'surprise': 0.0010409244569018483}",sadness,0.6552175283432007,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
216,provide,Explore the emotional landscape surrounding a villain character whose motivations include: provide,"{'sadness': 0.6915128231048584, 'fear': 0.17357395589351654, 'anger': 0.09459812194108963, 'joy': 0.0301112849265337, 'love': 0.00911980215460062, 'surprise': 0.0010840195463970304}",sadness,0.6915128231048584,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
217,uniform ,Explore the emotional landscape surrounding a villain character whose motivations include: uniform ,"{'sadness': 0.6965905427932739, 'fear': 0.1697811335325241, 'anger': 0.09290628135204315, 'joy': 0.03422112762928009, 'love': 0.005543993320316076, 'surprise': 0.0009568866225890815}",sadness,0.6965905427932739,"{'Openness': 'Low', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
218,revive,Explore the emotional landscape surrounding a villain character whose motivations include: revive,"{'sadness': 0.7940440773963928, 'fear': 0.09792323410511017, 'joy': 0.0809996947646141, 'anger': 0.019418977200984955, 'love': 0.006670477334409952, 'surprise': 0.0009435546817258}",sadness,0.7940440773963928,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
219,scar ,Explore the emotional landscape surrounding a villain character whose motivations include: scar ,"{'sadness': 0.596238374710083, 'fear': 0.2761387228965759, 'anger': 0.11114814877510071, 'joy': 0.00998187530785799, 'love': 0.005323384888470173, 'surprise': 0.0011695335851982236}",sadness,0.596238374710083,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
220,enrage,Explore the emotional landscape surrounding a villain character whose motivations include: enrage,"{'sadness': 0.3953436017036438, 'anger': 0.3694651424884796, 'fear': 0.22048267722129822, 'joy': 0.009407225996255875, 'love': 0.004180226940661669, 'surprise': 0.0011210874654352665}",sadness,0.3953436017036438,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
221,victim,Explore the emotional landscape surrounding a villain character whose motivations include: victim,"{'sadness': 0.6197136044502258, 'fear': 0.3110857903957367, 'anger': 0.058048065751791, 'joy': 0.0072150942869484425, 'love': 0.002827086253091693, 'surprise': 0.0011104136938229203}",sadness,0.6197136044502258,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Very Low', 'Neuroticism': 'Medium'}",Feigned Sadness / Manipulative Pity Play
225,slaves,Explore the emotional landscape surrounding a villain character whose motivations include: slaves,"{'sadness': 0.5842837691307068, 'fear': 0.30803197622299194, 'anger': 0.09170176088809967, 'joy': 0.00936936680227518, 'love': 0.005334062036126852, 'surprise': 0.0012790275504812598}",sadness,0.5842837691307068,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
226,manner,Explore the emotional landscape surrounding a villain character whose motivations include: manner,"{'sadness': 0.4492655396461487, 'fear': 0.3809594213962555, 'anger': 0.1401127278804779, 'joy': 0.02126491069793701, 'love': 0.007149112410843372, 'surprise': 0.001248289830982685}",sadness,0.4492655396461487,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Very Low', 'Neuroticism': 'Medium'}",Feigned Sadness / Manipulative Pity Play
228,empathy ,Explore the emotional landscape surrounding a villain character whose motivations include: empathy ,"{'sadness': 0.6772288084030151, 'fear': 0.23464040458202362, 'anger': 0.05406797304749489, 'joy': 0.021931268274784088, 'love': 0.010741811245679855, 'surprise': 0.0013898059260100126}",sadness,0.6772288084030151,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
231,build ,Explore the emotional landscape surrounding a villain character whose motivations include: build ,"{'sadness': 0.6360057592391968, 'fear': 0.2166193425655365, 'anger': 0.12415049970149994, 'joy': 0.01666869781911373, 'love': 0.005511653143912554, 'surprise': 0.00104406732134521}",sadness,0.6360057592391968,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
234,handling ,Explore the emotional landscape surrounding a villain character whose motivations include: handling ,"{'sadness': 0.5638240575790405, 'fear': 0.3306565284729004, 'anger': 0.07127422839403152, 'joy': 0.019258731976151466, 'love': 0.013548712246119976, 'surprise': 0.0014376504113897681}",sadness,0.5638240575790405,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
235,attach,Explore the emotional landscape surrounding a villain character whose motivations include: attach,"{'sadness': 0.7214818000793457, 'fear': 0.1749178022146225, 'anger': 0.07746938616037369, 'joy': 0.017606113106012344, 'love': 0.007588720414787531, 'surprise': 0.0009362136479467154}",sadness,0.7214818000793457,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
236,excessive ,Explore the emotional landscape surrounding a villain character whose motivations include: excessive ,"{'sadness': 0.9615505337715149, 'anger': 0.018273234367370605, 'fear': 0.017679177224636078, 'joy': 0.0015059198485687375, 'love': 0.0006950909155420959, 'surprise': 0.00029606372117996216}",sadness,0.9615505337715148,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
237,weak ,Explore the emotional landscape surrounding a villain character whose motivations include: weak ,"{'sadness': 0.9434593915939331, 'fear': 0.042711447924375534, 'anger': 0.010931129567325115, 'joy': 0.0017321913037449121, 'love': 0.0007973213796503842, 'surprise': 0.0003686043492052704}",sadness,0.9434593915939332,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
238,care,Explore the emotional landscape surrounding a villain character whose motivations include: care,"{'sadness': 0.6747522950172424, 'fear': 0.17436203360557556, 'anger': 0.0939466804265976, 'joy': 0.03909897059202194, 'love': 0.016539882868528366, 'surprise': 0.0013001805637031794}",sadness,0.6747522950172424,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
240,feel,Explore the emotional landscape surrounding a villain character whose motivations include: feel,"{'sadness': 0.9193583726882935, 'fear': 0.04772095009684563, 'joy': 0.01443568803369999, 'love': 0.009973708540201187, 'anger': 0.007861985825002193, 'surprise': 0.0006493465625680983}",sadness,0.9193583726882936,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
242,humor,Explore the emotional landscape surrounding a villain character whose motivations include: humor,"{'sadness': 0.6361115574836731, 'anger': 0.1735246330499649, 'fear': 0.10554298758506775, 'joy': 0.06333286315202713, 'love': 0.019990961998701096, 'surprise': 0.0014970178017392755}",sadness,0.6361115574836731,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'High', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
244,determination,Explore the emotional landscape surrounding a villain character whose motivations include: determination,"{'sadness': 0.5253519415855408, 'fear': 0.24957488477230072, 'anger': 0.13187800347805023, 'joy': 0.07567156851291656, 'love': 0.01601065881550312, 'surprise': 0.001512874267064035}",sadness,0.5253519415855408,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
245,inflicting,Explore the emotional landscape surrounding a villain character whose motivations include: inflicting,"{'sadness': 0.7806088924407959, 'fear': 0.1388009488582611, 'anger': 0.06748150289058685, 'joy': 0.008533700369298458, 'love': 0.003702386748045683, 'surprise': 0.0008725495426915586}",sadness,0.7806088924407959,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
246,tycoon ,Explore the emotional landscape surrounding a villain character whose motivations include: tycoon ,"{'sadness': 0.3834958076477051, 'fear': 0.30612704157829285, 'anger': 0.273529052734375, 'joy': 0.028757411986589432, 'love': 0.006564675830304623, 'surprise': 0.0015259726205840707}",sadness,0.3834958076477051,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
247,seclusion,Explore the emotional landscape surrounding a villain character whose motivations include: seclusion,"{'sadness': 0.7211189866065979, 'fear': 0.22309622168540955, 'anger': 0.03629375249147415, 'joy': 0.01435109507292509, 'love': 0.00421561487019062, 'surprise': 0.0009243226959370077}",sadness,0.7211189866065979,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Very Low', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",Lonely Despair / Isolated Sorrow
248,wizard ,Explore the emotional landscape surrounding a villain character whose motivations include: wizard ,"{'sadness': 0.5051958560943604, 'fear': 0.3790106475353241, 'anger': 0.0818014070391655, 'joy': 0.02660280093550682, 'love': 0.006114539690315723, 'surprise': 0.0012747806031256914}",sadness,0.5051958560943604,"{'Openness': 'High', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
250,archaeologist ,Explore the emotional landscape surrounding a villain character whose motivations include: archaeologist ,"{'sadness': 0.4762694835662842, 'fear': 0.39644816517829895, 'anger': 0.10645771026611328, 'joy': 0.012495740316808224, 'love': 0.006951821502298117, 'surprise': 0.0013771053636446595}",sadness,0.4762694835662842,"{'Openness': 'High', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
252,twist,Explore the emotional landscape surrounding a villain character whose motivations include: twist,"{'sadness': 0.5602951049804688, 'fear': 0.32148635387420654, 'anger': 0.08916555345058441, 'joy': 0.020476490259170532, 'love': 0.007299364544451237, 'surprise': 0.0012771255569532514}",sadness,0.5602951049804688,"{'Openness': 'High', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
253,attempt,Explore the emotional landscape surrounding a villain character whose motivations include: attempt,"{'sadness': 0.5695893168449402, 'fear': 0.3103673756122589, 'anger': 0.09923124313354492, 'joy': 0.014622926712036133, 'love': 0.005047874990850687, 'surprise': 0.0011412715539336205}",sadness,0.5695893168449402,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
254,politician ,Explore the emotional landscape surrounding a villain character whose motivations include: politician ,"{'sadness': 0.6038432717323303, 'fear': 0.2945096492767334, 'anger': 0.08360382169485092, 'joy': 0.010631670244038105, 'love': 0.006297221407294273, 'surprise': 0.001114408834837377}",sadness,0.6038432717323303,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'High', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
255,meticulously ,Explore the emotional landscape surrounding a villain character whose motivations include: meticulously ,"{'sadness': 0.4551723599433899, 'fear': 0.2145598828792572, 'anger': 0.1747843325138092, 'joy': 0.13827340304851532, 'love': 0.015312101691961288, 'surprise': 0.0018979409942403436}",sadness,0.4551723599433899,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
256,solely ,Explore the emotional landscape surrounding a villain character whose motivations include: solely ,"{'sadness': 0.6219231486320496, 'fear': 0.23527367413043976, 'anger': 0.11907017976045609, 'joy': 0.016702229157090187, 'love': 0.0058981385082006454, 'surprise': 0.0011326373787596822}",sadness,0.6219231486320496,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
257,planning ,Explore the emotional landscape surrounding a villain character whose motivations include: planning ,"{'sadness': 0.5562933087348938, 'fear': 0.27215781807899475, 'anger': 0.1352745145559311, 'joy': 0.028436634689569473, 'love': 0.006681426428258419, 'surprise': 0.001156435813754797}",sadness,0.5562933087348938,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
258,execute ,Explore the emotional landscape surrounding a villain character whose motivations include: execute ,"{'sadness': 0.46164843440055847, 'fear': 0.3298787772655487, 'anger': 0.16468945145606995, 'joy': 0.03794366493821144, 'love': 0.004558959510177374, 'surprise': 0.0012806913582608104}",sadness,0.4616484344005584,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
259,abundance ,Explore the emotional landscape surrounding a villain character whose motivations include: abundance ,"{'sadness': 0.5205038785934448, 'fear': 0.23111309111118317, 'joy': 0.12083514034748077, 'anger': 0.10962425172328949, 'love': 0.01637229137122631, 'surprise': 0.001551278168335557}",sadness,0.5205038785934448,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
260,pretend,Explore the emotional landscape surrounding a villain character whose motivations include: pretend,"{'sadness': 0.5775712728500366, 'fear': 0.32622745633125305, 'anger': 0.07313377410173416, 'joy': 0.017908301204442978, 'love': 0.004059328231960535, 'surprise': 0.0010999491205438972}",sadness,0.5775712728500366,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Very Low', 'Neuroticism': 'Medium'}",Feigned Sadness / Manipulative Pity Play
261,show,Explore the emotional landscape surrounding a villain character whose motivations include: show,"{'sadness': 0.6332991719245911, 'fear': 0.2379286289215088, 'anger': 0.10048902779817581, 'joy': 0.021283116191625595, 'love': 0.005925224628299475, 'surprise': 0.00107482704333961}",sadness,0.6332991719245911,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'High', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
262,change ,Explore the emotional landscape surrounding a villain character whose motivations include: change ,"{'sadness': 0.6770485639572144, 'fear': 0.18842720985412598, 'anger': 0.10440709441900253, 'joy': 0.023573024198412895, 'love': 0.005443763919174671, 'surprise': 0.001100317225791514}",sadness,0.6770485639572144,"{'Openness': 'High', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
263,remorse ,Explore the emotional landscape surrounding a villain character whose motivations include: remorse ,"{'sadness': 0.9329653978347778, 'fear': 0.04497794806957245, 'anger': 0.015088893473148346, 'joy': 0.004178083501756191, 'love': 0.002317539881914854, 'surprise': 0.0004721666336990893}",sadness,0.9329653978347778,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
264,cursed,Explore the emotional landscape surrounding a villain character whose motivations include: cursed,"{'sadness': 0.8852328658103943, 'anger': 0.05507126450538635, 'fear': 0.05488162860274315, 'joy': 0.0027475859969854355, 'love': 0.0013674184447154403, 'surprise': 0.0006992766866460443}",sadness,0.8852328658103943,"{'Openness': 'Low', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",Tragic Resignation / World-Weary Sadness
266,genocide ,Explore the emotional landscape surrounding a villain character whose motivations include: genocide ,"{'sadness': 0.7442018985748291, 'fear': 0.16361673176288605, 'anger': 0.08251041918992996, 'joy': 0.005927247926592827, 'love': 0.0027738758362829685, 'surprise': 0.0009698684443719685}",sadness,0.7442018985748291,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
267,shape ,Explore the emotional landscape surrounding a villain character whose motivations include: shape ,"{'sadness': 0.6573224663734436, 'fear': 0.23035785555839539, 'anger': 0.08779861778020859, 'joy': 0.01736440695822239, 'love': 0.006100268103182316, 'surprise': 0.0010563351679593325}",sadness,0.6573224663734436,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
270,complex ,Explore the emotional landscape surrounding a villain character whose motivations include: complex ,"{'sadness': 0.434736967086792, 'fear': 0.42740002274513245, 'anger': 0.105882927775383, 'joy': 0.02552483044564724, 'love': 0.0048521445132792, 'surprise': 0.00160311465151608}",sadness,0.434736967086792,"{'Openness': 'High', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
271,end ,Explore the emotional landscape surrounding a villain character whose motivations include: end ,"{'sadness': 0.7883952260017395, 'fear': 0.12511911988258362, 'anger': 0.06665795296430588, 'joy': 0.01450852956622839, 'love': 0.0045184483751654625, 'surprise': 0.0008006651187315583}",sadness,0.7883952260017395,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
273,pain ,Explore the emotional landscape surrounding a villain character whose motivations include: pain ,"{'sadness': 0.7294334173202515, 'fear': 0.16601026058197021, 'anger': 0.08941543847322464, 'joy': 0.009597652591764927, 'love': 0.0045347861014306545, 'surprise': 0.0010084613459184766}",sadness,0.7294334173202515,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Low', 'Neuroticism': 'High'}",General Sadness
274,planner ,Explore the emotional landscape surrounding a villain character whose motivations include: planner ,"{'sadness': 0.6283670663833618, 'fear': 0.23887018859386444, 'anger': 0.08900903910398483, 'joy': 0.035206884145736694, 'love': 0.007454325444996357, 'surprise': 0.0010924381203949451}",sadness,0.6283670663833618,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
275,revenge,Explore the emotional landscape surrounding a villain character whose motivations include: revenge,"{'sadness': 0.6568000316619873, 'anger': 0.2881905138492584, 'fear': 0.03331887349486351, 'joy': 0.01495090126991272, 'love': 0.00605288939550519, 'surprise': 0.0006867379997856915}",sadness,0.6568000316619873,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Very Low', 'Neuroticism': 'Very High'}",Vengeful Sadness / Bitter Resentment
276,seek,Explore the emotional landscape surrounding a villain character whose motivations include: seek,"{'sadness': 0.5016165971755981, 'fear': 0.3472852408885956, 'anger': 0.12187060713768005, 'joy': 0.02006000094115734, 'love': 0.007920859381556511, 'surprise': 0.001246653264388442}",sadness,0.5016165971755981,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
277,goal,Explore the emotional landscape surrounding a villain character whose motivations include: goal,"{'sadness': 0.5831819176673889, 'fear': 0.24479229748249054, 'anger': 0.13556115329265594, 'joy': 0.02811438776552677, 'love': 0.007177327293902636, 'surprise': 0.001172985415905714}",sadness,0.5831819176673889,"{'Openness': 'Medium', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
278,induce,Explore the emotional landscape surrounding a villain character whose motivations include: induce,"{'sadness': 0.7031756639480591, 'fear': 0.2223130613565445, 'anger': 0.0569140650331974, 'joy': 0.012088759802281857, 'love': 0.0045273746363818645, 'surprise': 0.00098106125369668}",sadness,0.7031756639480591,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
281,truth ,Explore the emotional landscape surrounding a villain character whose motivations include: truth ,"{'sadness': 0.6245631575584412, 'fear': 0.21098282933235168, 'anger': 0.12179281562566757, 'joy': 0.03403038904070854, 'love': 0.007407228462398052, 'surprise': 0.0012236092006787658}",sadness,0.6245631575584412,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
282,trust ,Explore the emotional landscape surrounding a villain character whose motivations include: trust ,"{'sadness': 0.5000894069671631, 'fear': 0.35006189346313477, 'anger': 0.08738218992948532, 'joy': 0.04867701977491379, 'love': 0.012427504174411297, 'surprise': 0.0013619991950690746}",sadness,0.5000894069671631,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
283,transform,Explore the emotional landscape surrounding a villain character whose motivations include: transform,"{'sadness': 0.6532235741615295, 'fear': 0.19239969551563263, 'anger': 0.09480313211679459, 'joy': 0.05203713849186897, 'love': 0.006321772467344999, 'surprise': 0.0012147182133048773}",sadness,0.6532235741615295,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
284,frail ,Explore the emotional landscape surrounding a villain character whose motivations include: frail ,"{'sadness': 0.7041881084442139, 'fear': 0.2871866226196289, 'anger': 0.0033792194444686174, 'love': 0.002055137185379863, 'joy': 0.002029344206675887, 'surprise': 0.0011615508701652288}",sadness,0.7041881084442139,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
285,clown ,Explore the emotional landscape surrounding a villain character whose motivations include: clown ,"{'sadness': 0.57035893201828, 'fear': 0.347065806388855, 'anger': 0.06420350074768066, 'joy': 0.012256721034646034, 'love': 0.0048789819702506065, 'surprise': 0.0012360570253804326}",sadness,0.57035893201828,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
286,perfectly,Explore the emotional landscape surrounding a villain character whose motivations include: perfectly,"{'sadness': 0.6792240738868713, 'fear': 0.12965218722820282, 'joy': 0.11846612393856049, 'anger': 0.0582050159573555, 'love': 0.01324461493641138, 'surprise': 0.001207953318953514}",sadness,0.6792240738868713,"{'Openness': 'Low', 'Conscientiousness': 'High', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
290,make,Explore the emotional landscape surrounding a villain character whose motivations include: make,"{'sadness': 0.7015483975410461, 'fear': 0.17493587732315063, 'anger': 0.10277123004198074, 'joy': 0.014639453031122684, 'love': 0.005122412461787462, 'surprise': 0.0009826007299125195}",sadness,0.7015483975410461,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
292,outburst,Explore the emotional landscape surrounding a villain character whose motivations include: outburst,"{'sadness': 0.5478169322013855, 'fear': 0.3002793490886688, 'anger': 0.14102019369602203, 'joy': 0.00688970647752285, 'love': 0.00292776501737535, 'surprise': 0.001066050841473043}",sadness,0.5478169322013855,"{'Openness': 'Medium', 'Conscientiousness': 'Low', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
293,comfort ,Explore the emotional landscape surrounding a villain character whose motivations include: comfort ,"{'sadness': 0.7459757328033447, 'fear': 0.09399750828742981, 'love': 0.08279943466186523, 'joy': 0.054108042269945145, 'anger': 0.021770887076854706, 'surprise': 0.0013484428636729717}",sadness,0.7459757328033447,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
295,value,Explore the emotional landscape surrounding a villain character whose motivations include: value,"{'sadness': 0.6043592095375061, 'fear': 0.18642309308052063, 'anger': 0.14873477816581726, 'joy': 0.050321221351623535, 'love': 0.008864070288836956, 'surprise': 0.0012976190773770213}",sadness,0.6043592095375061,"{'Openness': 'Medium', 'Conscientiousness': 'Medium', 'Extraversion': 'Medium', 'Agreeableness': 'Medium', 'Neuroticism': 'High'}",General Sadness
